,30 con 100,30 con 1000,30 con 10000
0,-3.540135211987198,-0.7117183295377945,3.058200396889226
1,3.0581745475960544,9.65553777519293,-1.65418794087614
2,-4.48195631391517,0.23076427544732114,1.1732457164801877
3,0.2307383132614409,6.828111464923376,5.359106691784923
4,4.000647908048484,-1.6541977867793216,-2.5966653316930293
5,5.885486167991529,5.35904366576762,6.828110463686885
6,2.115692889669488,1.1731986888834387,8.713068027211918
7,7.770288074849335,-0.7117282990511851,6.828111116914078
8,8.712942487566185,7.7705739566537435,0.23076722112298542
9,3.0576589943811845,-3.539143396889839,6.828112633491777
10,0.23073261616759977,2.1156981795195904,4.000676349367426
11,-0.7117783330631706,-2.5966932421901876,-1.6541875784868822
12,7.770530613910841,1.1732409749287913,-0.7117114016178079
13,1.173164593326647,-4.481624470767301,7.770589606190461
14,6.828075895084231,3.058183290886701,0.23076815335452605
15,-2.5969555533311093,0.2307673776537933,-1.6541888217640897
16,6.827949136328778,8.713068252767414,0.23076790090635657
17,-1.6542144599138737,4.000678177255053,7.770590470096216
18,0.23065194704602954,3.0582004691116724,9.129025114659498
19,0.23017035674320463,4.000628674992368,3.0582015749906946
20,2.115563354231785,-0.7117195111756991,-4.4816208006868195
21,0.230664401255821,6.8281060054146305,-0.7117133956547139
22,-0.7117290039109467,1.1732311968207911,-1.6541876421565913
23,2.1156666598909957,0.23076770851754347,-5.424099742482475
24,4.000625798405662,8.185342162076118,4.943155738033848
25,-3.5391452657485596,1.1732277658660668,6.828112032867991
26,-2.5971911447148246,-3.5391463165256436,5.885634685749621
27,4.000495097145281,-1.6541874938999181,6.372717395615879
28,-0.7117177164836561,-0.7117416084968193,2.1157231482389927
29,-4.481673543652196,8.185935648767886,2.1157231206132736
